Time,id,detection_level
1711147100.5205204,35,1
1711147100.5205204,36,1
1711147100.5205204,47,1
1711147100.5205204,51,1
1711147100.5205204,56,1
1711147100.5205204,60,1
1711147100.5715773,7,1
1711147100.5715773,9,1
1711147100.5715773,14,1
1711147100.5715773,17,1
1711147100.5715773,35,1
1711147100.5715773,36,1
1711147100.5715773,47,1
1711147100.5715773,51,1
1711147100.5715773,56,1
1711147100.5715773,59,1
1711147100.5715773,60,1
1711147100.6213882,7,1
1711147100.6213882,9,1
1711147100.6213882,10,1
1711147100.6213882,14,1
1711147100.6213882,17,1
1711147100.6213882,35,1
1711147100.6213882,36,1
1711147100.6213882,47,1
1711147100.6213882,51,1
1711147100.6213882,56,1
1711147100.6213882,57,1
1711147100.6213882,60,1
1711147100.6715157,7,1
1711147100.6715157,9,1
1711147100.6715157,10,1
1711147100.6715157,14,1
1711147100.6715157,17,1
1711147100.6715157,35,1
1711147100.6715157,36,1
1711147100.6715157,47,1
1711147100.6715157,51,1
1711147100.6715157,56,1
1711147100.6715157,57,1
1711147100.6715157,60,1
1711147100.6715157,63,1
1711147100.7214985,7,1
1711147100.7214985,9,1
1711147100.7214985,10,1
1711147100.7214985,14,1
1711147100.7214985,17,1
1711147100.7214985,35,1
1711147100.7214985,36,1
1711147100.7214985,47,1
1711147100.7214985,51,1
1711147100.7214985,56,1
1711147100.7214985,57,1
1711147100.7214985,60,1
1711147100.7714522,7,1
1711147100.7714522,9,1
1711147100.7714522,14,1
1711147100.7714522,17,1
1711147100.7714522,21,1
1711147100.7714522,35,1
1711147100.7714522,36,1
1711147100.7714522,37,1
1711147100.7714522,47,1
1711147100.7714522,51,1
1711147100.7714522,56,1
1711147100.7714522,57,1
1711147100.7714522,60,1
1711147100.8214,7,1
1711147100.8214,9,1
1711147100.8214,14,1
1711147100.8214,17,1
1711147100.8214,35,1
1711147100.8214,47,1
1711147100.8214,51,1
1711147100.8214,56,1
1711147100.8214,60,1
1711147100.8715885,1,1
1711147100.8715885,7,1
1711147100.8715885,9,1
1711147100.8715885,14,1
1711147100.8715885,17,1
1711147100.8715885,35,1
1711147100.8715885,47,1
1711147100.8715885,51,1
1711147100.8715885,56,1
1711147100.8715885,60,1
1711147100.921438,6,1
1711147100.921438,7,1
1711147100.921438,9,1
1711147100.921438,14,1
1711147100.921438,17,1
1711147100.921438,26,1
1711147100.921438,35,1
1711147100.921438,43,1
1711147100.921438,47,1
1711147100.921438,51,1
1711147100.921438,56,1
1711147100.921438,60,1
1711147100.9706082,7,1
1711147100.9706082,9,1
1711147100.9706082,14,1
1711147100.9706082,17,1
1711147100.9706082,26,1
1711147100.9706082,35,1
1711147100.9706082,43,1
1711147100.9706082,47,1
1711147100.9706082,51,1
1711147100.9706082,56,1
1711147100.9706082,60,1
1711147101.021539,7,1
1711147101.021539,9,1
1711147101.021539,14,1
1711147101.021539,17,1
1711147101.021539,25,1
1711147101.021539,26,1
1711147101.021539,35,1
1711147101.021539,43,1
1711147101.021539,47,1
1711147101.021539,51,1
1711147101.021539,56,1
1711147101.021539,60,1
1711147101.070699,7,1
1711147101.070699,9,1
1711147101.070699,14,1
1711147101.070699,17,1
1711147101.070699,26,1
1711147101.070699,35,1
1711147101.070699,40,1
1711147101.070699,43,1
1711147101.070699,47,1
1711147101.070699,51,1
1711147101.070699,56,1
1711147101.070699,60,1
1711147101.121439,7,1
1711147101.121439,9,1
1711147101.121439,14,1
1711147101.121439,17,1
1711147101.121439,26,1
1711147101.121439,35,1
1711147101.121439,43,1
1711147101.121439,47,1
1711147101.121439,51,1
1711147101.121439,56,1
1711147101.121439,60,1
1711147101.1715424,7,1
1711147101.1715424,9,1
1711147101.1715424,14,1
1711147101.1715424,17,1
1711147101.1715424,26,1
1711147101.1715424,32,1
1711147101.1715424,35,1
1711147101.1715424,43,1
1711147101.1715424,47,1
1711147101.1715424,51,1
1711147101.1715424,53,1
1711147101.1715424,56,1
1711147101.1715424,60,1
1711147101.221573,3,1
1711147101.221573,7,1
1711147101.221573,9,1
1711147101.221573,14,1
1711147101.221573,17,1
1711147101.221573,26,1
1711147101.221573,35,1
1711147101.221573,43,1
1711147101.221573,47,1
1711147101.221573,51,1
1711147101.221573,56,1
1711147101.221573,60,1
1711147101.2707672,4,1
1711147101.2707672,7,1
1711147101.2707672,9,1
1711147101.2707672,14,1
1711147101.2707672,17,1
1711147101.2707672,23,1
1711147101.2707672,26,1
1711147101.2707672,35,1
1711147101.2707672,43,1
1711147101.2707672,47,1
1711147101.2707672,49,1
1711147101.2707672,51,1
1711147101.2707672,56,1
1711147101.2707672,60,1
1711147101.320683,7,1
1711147101.320683,9,1
1711147101.320683,14,1
1711147101.320683,17,1
1711147101.320683,23,1
1711147101.320683,26,1
1711147101.320683,35,1
1711147101.320683,42,1
1711147101.320683,43,1
1711147101.320683,47,1
1711147101.320683,51,1
1711147101.320683,56,1
1711147101.320683,60,1
1711147101.3706152,7,1
1711147101.3706152,9,1
1711147101.3706152,14,1
1711147101.3706152,17,1
1711147101.3706152,23,1
1711147101.3706152,26,1
1711147101.3706152,35,1
1711147101.3706152,43,1
1711147101.3706152,47,1
1711147101.3706152,51,1
1711147101.3706152,56,1
1711147101.3706152,60,1
1711147101.421588,7,1
1711147101.421588,9,1
1711147101.421588,14,1
1711147101.421588,17,1
1711147101.421588,23,1
1711147101.421588,26,1
1711147101.421588,28,1
1711147101.421588,35,1
1711147101.421588,47,1
1711147101.421588,51,1
1711147101.421588,56,1
1711147101.421588,60,1
1711147101.4716382,7,1
1711147101.4716382,9,1
1711147101.4716382,12,1
1711147101.4716382,14,1
1711147101.4716382,17,1
1711147101.4716382,23,1
1711147101.4716382,26,1
1711147101.4716382,35,1
1711147101.4716382,47,1
1711147101.4716382,50,1
1711147101.4716382,51,1
1711147101.4716382,56,1
1711147101.4716382,60,1
1711147101.5216725,7,1
1711147101.5216725,9,1
1711147101.5216725,13,1
1711147101.5216725,14,1
1711147101.5216725,17,1
1711147101.5216725,23,1
1711147101.5216725,26,1
1711147101.5216725,35,1
1711147101.5216725,47,1
1711147101.5216725,51,1
1711147101.5216725,56,1
1711147101.5216725,60,1
1711147101.570697,7,1
1711147101.570697,9,1
1711147101.570697,14,1
1711147101.570697,17,1
1711147101.570697,23,1
1711147101.570697,26,1
1711147101.570697,35,1
1711147101.570697,47,1
1711147101.570697,51,1
1711147101.570697,55,1
1711147101.570697,56,1
1711147101.570697,60,1
1711147101.6215422,7,1
1711147101.6215422,9,1
1711147101.6215422,14,1
1711147101.6215422,17,1
1711147101.6215422,23,1
1711147101.6215422,26,1
1711147101.6215422,35,1
1711147101.6215422,47,1
1711147101.6215422,51,1
1711147101.6215422,55,1
1711147101.6215422,56,1
1711147101.6215422,60,1
1711147101.670582,7,1
1711147101.670582,9,1
1711147101.670582,14,1
1711147101.670582,17,1
1711147101.670582,23,1
1711147101.670582,26,1
1711147101.670582,35,1
1711147101.670582,47,1
1711147101.670582,51,1
1711147101.670582,55,1
1711147101.670582,56,1
1711147101.670582,60,1
1711147101.7215223,7,1
1711147101.7215223,8,1
1711147101.7215223,9,1
1711147101.7215223,14,1
1711147101.7215223,17,1
1711147101.7215223,23,1
1711147101.7215223,26,1
1711147101.7215223,35,1
1711147101.7215223,47,1
1711147101.7215223,51,1
1711147101.7215223,56,1
1711147101.7215223,60,1
1711147101.7715611,7,1
1711147101.7715611,9,1
1711147101.7715611,14,1
1711147101.7715611,17,1
1711147101.7715611,19,1
1711147101.7715611,23,1
1711147101.7715611,26,1
1711147101.7715611,35,1
1711147101.7715611,47,1
1711147101.7715611,51,1
1711147101.7715611,56,1
1711147101.7715611,60,1
1711147101.821674,7,1
1711147101.821674,9,1
1711147101.821674,14,1
1711147101.821674,17,1
1711147101.821674,23,1
1711147101.821674,26,1
1711147101.821674,35,1
1711147101.821674,47,1
1711147101.821674,51,1
1711147101.821674,56,1
1711147101.821674,60,1
1711147101.8716502,7,1
1711147101.8716502,9,1
1711147101.8716502,14,1
1711147101.8716502,17,1
1711147101.8716502,23,1
1711147101.8716502,26,1
1711147101.8716502,35,1
1711147101.8716502,39,1
1711147101.8716502,47,1
1711147101.8716502,51,1
1711147101.8716502,56,1
1711147101.8716502,60,1
1711147101.9215786,7,1
1711147101.9215786,9,1
1711147101.9215786,14,1
1711147101.9215786,17,1
1711147101.9215786,23,1
1711147101.9215786,26,1
1711147101.9215786,35,1
1711147101.9215786,47,1
1711147101.9215786,51,1
1711147101.9215786,56,1
1711147101.9215786,60,1
1711147101.970637,7,1
1711147101.970637,9,1
1711147101.970637,14,1
1711147101.970637,17,1
1711147101.970637,23,1
1711147101.970637,26,1
1711147101.970637,35,1
1711147101.970637,47,1
1711147101.970637,51,1
1711147101.970637,56,1
1711147101.970637,60,1
1711147101.970637,61,1
1711147102.0206778,7,1
1711147102.0206778,9,1
1711147102.0206778,14,1
1711147102.0206778,17,1
1711147102.0206778,23,1
1711147102.0206778,26,1
1711147102.0206778,35,1
1711147102.0206778,47,1
1711147102.0206778,51,1
1711147102.0206778,56,1
1711147102.0206778,60,1
1711147102.070637,7,1
1711147102.070637,9,1
1711147102.070637,14,1
1711147102.070637,17,1
1711147102.070637,23,1
1711147102.070637,26,1
1711147102.070637,35,1
1711147102.070637,41,1
1711147102.070637,47,1
1711147102.070637,51,1
1711147102.070637,56,1
1711147102.070637,60,1
1711147102.1216698,7,1
1711147102.1216698,9,1
1711147102.1216698,14,1
1711147102.1216698,17,1
1711147102.1216698,23,1
1711147102.1216698,26,1
1711147102.1216698,35,1
1711147102.1216698,47,1
1711147102.1216698,51,1
1711147102.1216698,56,1
1711147102.1216698,60,1
1711147102.1718607,7,1
1711147102.1718607,9,1
1711147102.1718607,14,1
1711147102.1718607,17,1
1711147102.1718607,23,1
1711147102.1718607,26,1
1711147102.1718607,29,1
1711147102.1718607,35,1
1711147102.1718607,47,1
1711147102.1718607,51,1
1711147102.1718607,56,1
1711147102.1718607,58,1
1711147102.1718607,60,1
1711147102.2217166,7,1
1711147102.2217166,9,1
1711147102.2217166,14,1
1711147102.2217166,17,1
1711147102.2217166,23,1
1711147102.2217166,26,1
1711147102.2217166,30,1
1711147102.2217166,35,1
1711147102.2217166,47,1
1711147102.2217166,51,1
1711147102.2217166,56,1
1711147102.2217166,60,1
1711147102.2707677,7,1
1711147102.2707677,9,1
1711147102.2707677,14,1
1711147102.2707677,16,1
1711147102.2707677,17,1
1711147102.2707677,23,1
1711147102.2707677,26,1
1711147102.2707677,35,1
1711147102.2707677,47,1
1711147102.2707677,51,1
1711147102.2707677,56,1
1711147102.2707677,60,1
1711147102.3217964,7,1
1711147102.3217964,9,1
1711147102.3217964,14,1
1711147102.3217964,16,1
1711147102.3217964,17,1
1711147102.3217964,23,1
1711147102.3217964,26,1
1711147102.3217964,35,1
1711147102.3217964,47,1
1711147102.3217964,51,1
1711147102.3217964,56,1
1711147102.3217964,60,1
1711147102.3716364,7,1
1711147102.3716364,9,1
1711147102.3716364,14,1
1711147102.3716364,16,1
1711147102.3716364,17,1
1711147102.3716364,23,1
1711147102.3716364,26,1
1711147102.3716364,35,1
1711147102.3716364,47,1
1711147102.3716364,51,1
1711147102.3716364,56,1
1711147102.3716364,60,1
1711147102.421843,7,1
1711147102.421843,9,1
1711147102.421843,14,1
1711147102.421843,17,1
1711147102.421843,23,1
1711147102.421843,26,1
1711147102.421843,35,1
1711147102.421843,47,1
1711147102.421843,51,1
1711147102.421843,56,1
1711147102.421843,60,1
1711147102.4709046,7,1
1711147102.4709046,9,1
1711147102.4709046,14,1
1711147102.4709046,17,1
1711147102.4709046,23,1
1711147102.4709046,26,1
1711147102.4709046,35,1
1711147102.4709046,47,1
1711147102.4709046,51,1
1711147102.4709046,56,1
1711147102.4709046,60,1
1711147102.5208583,7,1
1711147102.5208583,9,1
1711147102.5208583,14,1
1711147102.5208583,17,1
1711147102.5208583,23,1
1711147102.5208583,26,1
1711147102.5208583,35,1
1711147102.5208583,47,1
1711147102.5208583,51,1
1711147102.5208583,56,1
1711147102.5208583,60,1
1711147102.5709207,7,1
1711147102.5709207,9,1
1711147102.5709207,14,1
1711147102.5709207,17,1
1711147102.5709207,22,1
1711147102.5709207,23,1
1711147102.5709207,26,1
1711147102.5709207,35,1
1711147102.5709207,47,1
1711147102.5709207,51,1
1711147102.5709207,56,1
1711147102.5709207,60,1
1711147102.6207554,7,1
1711147102.6207554,9,1
1711147102.6207554,14,1
1711147102.6207554,17,1
1711147102.6207554,20,1
1711147102.6207554,23,1
1711147102.6207554,26,1
1711147102.6207554,35,1
1711147102.6207554,47,1
1711147102.6207554,51,1
1711147102.6207554,56,1
1711147102.6207554,60,1
1711147102.6716893,7,1
1711147102.6716893,9,1
1711147102.6716893,14,1
1711147102.6716893,17,1
1711147102.6716893,23,1
1711147102.6716893,26,1
1711147102.6716893,33,1
1711147102.6716893,35,1
1711147102.6716893,47,1
1711147102.6716893,48,1
1711147102.6716893,51,1
1711147102.6716893,56,1
1711147102.6716893,60,1
1711147102.7218084,7,1
1711147102.7218084,9,1
1711147102.7218084,14,1
1711147102.7218084,17,1
1711147102.7218084,26,1
1711147102.7218084,33,1
1711147102.7218084,35,1
1711147102.7218084,47,1
1711147102.7218084,51,1
1711147102.7218084,56,1
1711147102.7218084,60,1
1711147102.7218084,62,1
1711147102.771633,7,1
1711147102.771633,9,1
1711147102.771633,14,1
1711147102.771633,17,1
1711147102.771633,26,1
1711147102.771633,33,1
1711147102.771633,35,1
1711147102.771633,46,1
1711147102.771633,47,1
1711147102.771633,51,1
1711147102.771633,56,1
1711147102.771633,60,1
1711147102.8216767,7,1
1711147102.8216767,9,1
1711147102.8216767,14,1
1711147102.8216767,15,1
1711147102.8216767,17,1
1711147102.8216767,26,1
1711147102.8216767,33,1
1711147102.8216767,35,1
1711147102.8216767,47,1
1711147102.8216767,51,1
1711147102.8216767,56,1
1711147102.8216767,60,1
1711147102.8717225,7,1
1711147102.8717225,9,1
1711147102.8717225,14,1
1711147102.8717225,17,1
1711147102.8717225,26,1
1711147102.8717225,33,1
1711147102.8717225,34,1
1711147102.8717225,35,1
1711147102.8717225,44,1
1711147102.8717225,47,1
1711147102.8717225,51,1
1711147102.8717225,56,1
1711147102.8717225,60,1
1711147102.8717225,64,1
1711147102.921624,7,1
1711147102.921624,9,1
1711147102.921624,14,1
1711147102.921624,17,1
1711147102.921624,26,1
1711147102.921624,33,1
1711147102.921624,35,1
1711147102.921624,47,1
1711147102.921624,51,1
1711147102.921624,56,1
1711147102.921624,60,1
1711147102.9718602,7,1
1711147102.9718602,9,1
1711147102.9718602,14,1
1711147102.9718602,17,1
1711147102.9718602,18,1
1711147102.9718602,26,1
1711147102.9718602,31,1
1711147102.9718602,33,1
1711147102.9718602,35,1
1711147102.9718602,47,1
1711147102.9718602,51,1
1711147102.9718602,56,1
1711147102.9718602,60,1
1711147103.0217068,7,1
1711147103.0217068,9,1
1711147103.0217068,14,1
1711147103.0217068,17,1
1711147103.0217068,18,1
1711147103.0217068,26,1
1711147103.0217068,33,1
1711147103.0217068,35,1
1711147103.0217068,47,1
1711147103.0217068,51,1
1711147103.0217068,56,1
1711147103.0217068,60,1
1711147103.0707157,2,1
1711147103.0707157,7,1
1711147103.0707157,9,1
1711147103.0707157,14,1
1711147103.0707157,17,1
1711147103.0707157,18,1
1711147103.0707157,26,1
1711147103.0707157,33,1
1711147103.0707157,35,1
1711147103.0707157,38,1
1711147103.0707157,45,1
1711147103.0707157,47,1
1711147103.0707157,51,1
1711147103.0707157,56,1
1711147103.0707157,60,1
1711147103.121691,2,1
1711147103.121691,7,1
1711147103.121691,9,1
1711147103.121691,11,1
1711147103.121691,14,1
1711147103.121691,17,1
1711147103.121691,18,1
1711147103.121691,26,1
1711147103.121691,33,1
1711147103.121691,35,1
1711147103.121691,47,1
1711147103.121691,51,1
1711147103.121691,56,1
1711147103.121691,60,1
1711147103.1716046,2,1
1711147103.1716046,7,1
1711147103.1716046,9,1
1711147103.1716046,11,1
1711147103.1716046,14,1
1711147103.1716046,17,1
1711147103.1716046,18,1
1711147103.1716046,26,1
1711147103.1716046,33,1
1711147103.1716046,35,1
1711147103.1716046,47,1
1711147103.1716046,51,1
1711147103.1716046,56,1
1711147103.1716046,60,1
1711147103.221706,2,1
1711147103.221706,7,1
1711147103.221706,9,1
1711147103.221706,11,1
1711147103.221706,14,1
1711147103.221706,17,1
1711147103.221706,26,1
1711147103.221706,33,1
1711147103.221706,35,1
1711147103.221706,47,1
1711147103.221706,51,1
1711147103.221706,56,1
1711147103.221706,60,1
1711147103.2717817,5,1
1711147103.2717817,7,1
1711147103.2717817,9,1
1711147103.2717817,11,1
1711147103.2717817,14,1
1711147103.2717817,17,1
1711147103.2717817,26,1
1711147103.2717817,27,1
1711147103.2717817,33,1
1711147103.2717817,35,1
1711147103.2717817,47,1
1711147103.2717817,51,1
1711147103.2717817,56,1
1711147103.2717817,60,1
1711147103.3217044,5,1
1711147103.3217044,7,1
1711147103.3217044,9,1
1711147103.3217044,11,1
1711147103.3217044,14,1
1711147103.3217044,17,1
1711147103.3217044,26,1
1711147103.3217044,33,1
1711147103.3217044,35,1
1711147103.3217044,47,1
1711147103.3217044,51,1
1711147103.3217044,56,1
1711147103.3217044,60,1
1711147103.3717258,5,1
1711147103.3717258,7,1
1711147103.3717258,9,1
1711147103.3717258,11,1
1711147103.3717258,14,1
1711147103.3717258,17,1
1711147103.3717258,24,1
1711147103.3717258,26,1
1711147103.3717258,33,1
1711147103.3717258,35,1
1711147103.3717258,47,1
1711147103.3717258,51,1
1711147103.3717258,52,1
1711147103.3717258,54,1
1711147103.3717258,56,1
1711147103.3717258,60,1
1711147103.4216795,5,1
1711147103.4216795,7,1
1711147103.4216795,9,1
1711147103.4216795,10,1
1711147103.4216795,11,1
1711147103.4216795,14,1
1711147103.4216795,17,1
1711147103.4216795,24,1
1711147103.4216795,26,1
1711147103.4216795,33,1
1711147103.4216795,35,1
1711147103.4216795,47,1
1711147103.4216795,51,1
1711147103.4216795,54,1
1711147103.4216795,56,1
1711147103.4216795,59,1
1711147103.4216795,60,1
1711147103.4216795,63,1
1711147103.4717746,5,1
1711147103.4717746,7,1
1711147103.4717746,9,1
1711147103.4717746,11,1
1711147103.4717746,14,1
1711147103.4717746,17,1
1711147103.4717746,24,1
1711147103.4717746,26,1
1711147103.4717746,33,1
1711147103.4717746,35,1
1711147103.4717746,47,1
1711147103.4717746,51,1
1711147103.4717746,54,1
1711147103.4717746,56,1
1711147103.4717746,60,1
1711147103.5217512,7,1
1711147103.5217512,9,1
1711147103.5217512,11,1
1711147103.5217512,14,1
1711147103.5217512,17,1
1711147103.5217512,26,1
1711147103.5217512,33,1
1711147103.5217512,35,1
1711147103.5217512,47,1
1711147103.5217512,51,1
1711147103.5217512,56,1
1711147103.5217512,60,1
1711147103.5715833,7,1
1711147103.5715833,9,1
1711147103.5715833,11,1
1711147103.5715833,14,1
1711147103.5715833,17,1
1711147103.5715833,21,1
1711147103.5715833,26,1
1711147103.5715833,33,1
1711147103.5715833,35,1
1711147103.5715833,36,1
1711147103.5715833,47,1
1711147103.5715833,51,1
1711147103.5715833,56,1
1711147103.5715833,60,1
1711147103.6218815,7,1
1711147103.6218815,9,1
1711147103.6218815,11,1
1711147103.6218815,14,1
1711147103.6218815,17,1
1711147103.6218815,21,1
1711147103.6218815,26,1
1711147103.6218815,33,1
1711147103.6218815,35,1
1711147103.6218815,36,1
1711147103.6218815,37,1
1711147103.6218815,47,1
1711147103.6218815,51,1
1711147103.6218815,56,1
1711147103.6218815,60,1
1711147103.6708572,7,1
1711147103.6708572,9,1
1711147103.6708572,11,1
1711147103.6708572,14,1
1711147103.6708572,17,1
1711147103.6708572,21,1
1711147103.6708572,26,1
1711147103.6708572,33,1
1711147103.6708572,35,1
1711147103.6708572,36,1
1711147103.6708572,47,1
1711147103.6708572,51,1
1711147103.6708572,56,1
1711147103.6708572,57,1
1711147103.6708572,60,1
1711147103.720847,7,1
1711147103.720847,9,1
1711147103.720847,11,1
1711147103.720847,14,1
1711147103.720847,17,1
1711147103.720847,26,1
1711147103.720847,33,1
1711147103.720847,35,1
1711147103.720847,36,1
1711147103.720847,47,1
1711147103.720847,51,1
1711147103.720847,56,1
1711147103.720847,60,1
1711147103.7717638,7,1
1711147103.7717638,9,1
1711147103.7717638,11,1
1711147103.7717638,14,1
1711147103.7717638,17,1
1711147103.7717638,26,1
1711147103.7717638,35,1
1711147103.7717638,36,1
1711147103.7717638,47,1
1711147103.7717638,51,1
1711147103.7717638,56,1
1711147103.7717638,60,1
1711147103.8217285,7,1
1711147103.8217285,9,1
1711147103.8217285,11,1
1711147103.8217285,14,1
1711147103.8217285,17,1
1711147103.8217285,26,1
1711147103.8217285,35,1
1711147103.8217285,47,1
1711147103.8217285,51,1
1711147103.8217285,56,1
1711147103.8217285,60,1
1711147103.8708415,1,1
1711147103.8708415,7,1
1711147103.8708415,9,1
1711147103.8708415,11,1
1711147103.8708415,14,1
1711147103.8708415,17,1
1711147103.8708415,26,1
1711147103.8708415,35,1
1711147103.8708415,47,1
1711147103.8708415,51,1
1711147103.8708415,56,1
1711147103.8708415,60,1
1711147103.9217336,1,1
1711147103.9217336,7,1
1711147103.9217336,9,1
1711147103.9217336,11,1
1711147103.9217336,14,1
1711147103.9217336,17,1
1711147103.9217336,26,1
1711147103.9217336,35,1
1711147103.9217336,47,1
1711147103.9217336,51,1
1711147103.9217336,56,1
1711147103.9217336,60,1
1711147103.9717937,1,1
1711147103.9717937,6,1
1711147103.9717937,7,1
1711147103.9717937,9,1
1711147103.9717937,11,1
1711147103.9717937,14,1
1711147103.9717937,17,1
1711147103.9717937,26,1
1711147103.9717937,35,1
1711147103.9717937,47,1
1711147103.9717937,51,1
1711147103.9717937,56,1
1711147103.9717937,60,1
1711147104.0217366,1,1
1711147104.0217366,6,1
1711147104.0217366,7,1
1711147104.0217366,9,1
1711147104.0217366,11,1
1711147104.0217366,14,1
1711147104.0217366,17,1
1711147104.0217366,25,1
1711147104.0217366,26,1
1711147104.0217366,35,1
1711147104.0217366,47,1
1711147104.0217366,51,1
1711147104.0217366,56,1
1711147104.0719202,6,1
1711147104.0719202,7,1
1711147104.0719202,9,1
1711147104.0719202,11,1
1711147104.0719202,14,1
1711147104.0719202,17,1
1711147104.0719202,26,1
1711147104.0719202,35,1
1711147104.0719202,40,1
1711147104.0719202,47,1
1711147104.0719202,51,1
1711147104.0719202,56,1
1711147104.1208923,7,1
1711147104.1208923,9,1
1711147104.1208923,11,1
1711147104.1208923,14,1
1711147104.1208923,17,1
1711147104.1208923,32,1
1711147104.1208923,35,1
1711147104.1208923,40,1
1711147104.1208923,47,1
1711147104.1208923,51,1
1711147104.1208923,53,1
1711147104.1208923,56,1
1711147104.1717768,3,1
1711147104.1717768,4,1
1711147104.1717768,7,1
1711147104.1717768,9,1
1711147104.1717768,11,1
1711147104.1717768,14,1
1711147104.1717768,17,1
1711147104.1717768,35,1
1711147104.1717768,40,1
1711147104.1717768,47,1
1711147104.1717768,49,1
1711147104.1717768,51,1
1711147104.1717768,56,1
1711147104.222218,7,1
1711147104.222218,9,1
1711147104.222218,11,1
1711147104.222218,14,1
1711147104.222218,35,1
1711147104.222218,40,1
1711147104.222218,42,1
1711147104.222218,47,1
1711147104.222218,51,1
1711147104.222218,56,1
1711147104.2718322,7,1
1711147104.2718322,9,1
1711147104.2718322,11,1
1711147104.2718322,14,1
1711147104.2718322,35,1
1711147104.2718322,40,1
1711147104.2718322,42,1
1711147104.2718322,47,1
1711147104.2718322,51,1
1711147104.2718322,56,1
1711147104.3218014,7,1
1711147104.3218014,9,1
1711147104.3218014,11,1
1711147104.3218014,14,1
1711147104.3218014,35,1
1711147104.3218014,40,1
1711147104.3218014,42,1
1711147104.3218014,47,1
1711147104.3218014,51,1
1711147104.3218014,56,1
1711147104.3709688,7,1
1711147104.3709688,9,1
1711147104.3709688,11,1
1711147104.3709688,12,1
1711147104.3709688,14,1
1711147104.3709688,28,1
1711147104.3709688,35,1
1711147104.3709688,40,1
1711147104.3709688,42,1
1711147104.3709688,43,1
1711147104.3709688,47,1
1711147104.3709688,51,1
1711147104.3709688,56,1
1711147104.4218087,7,1
1711147104.4218087,9,1
1711147104.4218087,11,1
1711147104.4218087,12,1
1711147104.4218087,14,1
1711147104.4218087,35,1
1711147104.4218087,40,1
1711147104.4218087,42,1
1711147104.4218087,47,1
1711147104.4218087,50,1
1711147104.4218087,51,1
1711147104.4218087,56,1
1711147104.4718497,7,1
1711147104.4718497,9,1
1711147104.4718497,11,1
1711147104.4718497,12,1
1711147104.4718497,13,1
1711147104.4718497,14,1
1711147104.4718497,35,1
1711147104.4718497,40,1
1711147104.4718497,42,1
1711147104.4718497,47,1
1711147104.4718497,50,1
1711147104.4718497,51,1
1711147104.4718497,56,1
1711147104.5209153,7,1
1711147104.5209153,9,1
1711147104.5209153,11,1
1711147104.5209153,12,1
1711147104.5209153,14,1
1711147104.5209153,35,1
1711147104.5209153,40,1
1711147104.5209153,42,1
1711147104.5209153,47,1
1711147104.5209153,50,1
1711147104.5209153,51,1
1711147104.5209153,55,1
1711147104.5209153,56,1
1711147104.5718377,7,1
1711147104.5718377,8,1
1711147104.5718377,9,1
1711147104.5718377,11,1
1711147104.5718377,14,1
1711147104.5718377,35,1
1711147104.5718377,40,1
1711147104.5718377,42,1
1711147104.5718377,47,1
1711147104.5718377,51,1
1711147104.5718377,55,1
1711147104.5718377,56,1
1711147104.621963,7,1
1711147104.621963,9,1
1711147104.621963,11,1
1711147104.621963,14,1
1711147104.621963,19,1
1711147104.621963,35,1
1711147104.621963,40,1
1711147104.621963,42,1
1711147104.621963,47,1
1711147104.621963,51,1
1711147104.621963,55,1
1711147104.621963,56,1
1711147104.6718366,7,1
1711147104.6718366,9,1
1711147104.6718366,11,1
1711147104.6718366,14,1
1711147104.6718366,35,1
1711147104.6718366,39,1
1711147104.6718366,40,1
1711147104.6718366,42,1
1711147104.6718366,47,1
1711147104.6718366,51,1
1711147104.6718366,55,1
1711147104.6718366,56,1
1711147104.6718366,61,1
1711147104.722036,7,1
1711147104.722036,9,1
1711147104.722036,11,1
1711147104.722036,14,1
1711147104.722036,35,1
1711147104.722036,40,1
1711147104.722036,41,1
1711147104.722036,42,1
1711147104.722036,47,1
1711147104.722036,51,1
1711147104.722036,55,1
1711147104.722036,56,1
1711147104.7720757,7,1
1711147104.7720757,9,1
1711147104.7720757,11,1
1711147104.7720757,14,1
1711147104.7720757,29,1
1711147104.7720757,35,1
1711147104.7720757,40,1
1711147104.7720757,41,1
1711147104.7720757,42,1
1711147104.7720757,47,1
1711147104.7720757,51,1
1711147104.7720757,55,1
1711147104.7720757,56,1
1711147104.7720757,58,1
1711147104.82281,7,1
1711147104.82281,9,1
1711147104.82281,11,1
1711147104.82281,14,1
1711147104.82281,30,1
1711147104.82281,35,1
1711147104.82281,40,1
1711147104.82281,41,1
1711147104.82281,42,1
1711147104.82281,47,1
1711147104.82281,51,1
1711147104.82281,55,1
1711147104.82281,56,1
1711147104.872052,7,1
1711147104.872052,9,1
1711147104.872052,11,1
1711147104.872052,14,1
1711147104.872052,35,1
1711147104.872052,40,1
1711147104.872052,41,1
1711147104.872052,42,1
1711147104.872052,47,1
1711147104.872052,51,1
1711147104.872052,55,1
1711147104.872052,56,1
1711147104.921785,7,1
1711147104.921785,9,1
1711147104.921785,11,1
1711147104.921785,14,1
1711147104.921785,35,1
1711147104.921785,40,1
1711147104.921785,41,1
1711147104.921785,42,1
1711147104.921785,47,1
1711147104.921785,51,1
1711147104.921785,55,1
1711147104.921785,56,1
1711147104.9711614,7,1
1711147104.9711614,9,1
1711147104.9711614,11,1
1711147104.9711614,14,1
1711147104.9711614,16,1
